Site No,Region,Site Name,County,Alt,Grid Ref,GPS Grid Ref Start,Date-V1,Date-V2,Date-V3,Date-V4,Date-V5,V1,V2,V3,V4,V5,GPS Grid ref otter,LEAP,Mink present,Easting,Northing
1513,TR,"Kingston on Soar
Kingston Brook",Notts,34,SK502277,SK50262774,09/12/1978,,20/12/1992,16/02/2000,23/11/2009,N,N,N,P,P,SK49712785,038,N,450200,327700
1514,TR,"Thrumpton
River Trent",Notts,28,SK510315,SK51223163,09/12/1978,,20/12/1992,16/01/2001,28/11/2009,N,N,N,N,N,,040,N,451000,331500
1515,TR,"West Leake
Kingston Brook",Notts,40,SK532264,SK53192642,09/12/1978,,20/12/1992,03/02/2000,26/11/2009,N,N,N,N,P,SK53192642,038,N,453200,326400
1516,TR,"Zouch
River Soar",Notts,34,SK502232,SK50252326,10/12/1978,,20/12/1992,03/02/2000,23/11/2009,N,N,N,P,N,,038,P,450200,323200
1517,TR,"Wysall
Kingston Brook",Notts,60,SK597266,SK59782659,10/12/1978,20/01/1986,21/12/1992,04/02/2000,26/11/2009,N,N,N,N,N,,038,P,459700,326600
1518,TR,"Widmerpool
Fairham Brook",Notts,58,SK629281,SK62942811,10/12/1978,20/01/1986,21/12/1992,21/02/2001,26/11/2009,N,N,N,N,P,SK62942811,040,N,462900,328100
1519,TR,"Upper Broughton
Fairham Brook",Notts,96,SK662256,SK66172573,10/12/1978,20/01/1986,21/12/1992,22/02/2001,24/11/2009,N,N,N,N,N,,040,N,466200,325600
1520,TR,"Kingston Brook
River Soar tributary",Leics,103,SK642227,SK64232279,10/12/1978,20/01/1986,21/12/1992,31/01/2000,24/11/2009,N,N,N,N,N,,038,N,464200,322700
1521,TR,"Kings Bridge
Kings Brook",Notts,54,SK574234,SK57432339,10/12/1978,20/01/1986,21/12/1992,16/02/2000,26/11/2009,N,N,N,N,P,SK57432339,038,N,457400,323400
1522,TR,"Stanford on Soar
River Soar",Leics,45,SK541217,SK54142175,10/12/1978,,22/12/1992,03/02/2000,23/11/2009,N,N,N,P,N,,038,N,454100,321700
1523,TR,"Loughborough
Grand Union Canal",Leics,40,SK546193,SK54651936,13/12/1978,,22/12/1992,03/02/2000,23/11/2009,N,N,N,N,N,,038,N,454600,319300
1524,TR,"Waltham on the Wolds
Walton Brook",Leics,53,SK582199,SK58211993,13/12/1978,20/01/1986,22/12/1992,03/02/2000,26/11/2009,N,N,N,N,P,SK58211993,038,N,458200,319900
1525,TR,"Barrow under Soar
River Soar",Leics,42,SK572173,SK57251737,13/12/1978,,22/12/1992,03/02/2000,20/11/2009,N,N,N,P,P,SK57281742,038,N,457200,317300
1526,TR,"Mountsorrel
River Soar",Leics,44,SK587154,SK58791551,13/12/1978,,22/12/1992,18/01/2000,20/11/2009,N,N,N,P,P,SK58531591,038,P,458700,315400
1527,TR,"Wanlip
Great Union Canal",Leics,48,SK609113,SK60911136,14/12/1978,,23/12/1992,18/01/2000,20/11/2009,N,N,N,N,N,,038,N,460900,311300
1528,TR,"Glebe Farm
Gaddesby Brook",Leics,62,SK661128,SK66351292,14/12/1978,,23/12/1992,25/01/2000,20/11/2009,N,N,N,N,N,,038,P,466100,312800
1529,TR,"Ashby Folville
Gaddesby Brook",Leics,80,SK704122,SK70441223,14/12/1978,,23/12/1992,25/01/2000,20/11/2009,N,N,N,N,P,SK70371231,038,N,470400,312200
1530,TR,"Queniborough
Queniborough Brook",Leics,69,SK653118,SK65461193,14/12/1978,,23/12/1992,25/01/2000,20/11/2009,N,N,N,N,N,,038,P,465300,311800
1531,TR,"Cropston Reservoir
Bradgate Brook",Leics,80,SK540101,SK53981008,15/12/1978,,27/12/1992,19/01/2000,23/11/2009,N,N,N,N,N,,038,N,454000,310100
1532,TR,"Swithland Reservoir
Bradgate Brook",Leics,60,SK562132,SK56191319,15/12/1978,,27/12/1992,19/01/2000,23/11/2009,N,N,N,P,N,,038,P,456200,313200
1533,TR,"Swithland Reservoir
Bradgate Brook",Leics,60,SK557149,SK55781492,15/12/1978,,27/12/1992,19/01/2000,23/11/2009,N,N,N,N,N,,038,P,455700,314900
1534,TR,"Seagrove
River Soar tributary",Leics,70,SK622173,SK62261733,15/12/1978,,27/12/1992,26/01/2000,26/11/2009,N,N,N,N,N,,038,N,462200,317300
1535,TR,"Twyford
Gaddesby Brook",Leics,106,SK735094,SK73610943,15/12/1978,10/01/1986,27/12/1992,26/01/2000,19/11/2009,N,N,N,N,N,,038,P,473500,309400
1536,AN,"Castle Bytham
River Tham",Lincs,60,SK985196,SK98631953,16/12/1978,15/01/1986,28/12/1992,04/12/2000,31/08/2009,N,N,N,N,N,,060,N,498500,319600
1537,AN,"Swayfield
River Glen",Lincs,53,SK997234,SK99782338,16/12/1978,15/01/1986,28/12/1992,04/12/2000,31/08/2009,N,N,N,N,N,,060,N,499700,323400
1538,AN,"Bitchfield and Burton Coggles
River Glen",Lincs,68,SK987266,SK98832677,16/12/1978,15/01/1986,28/12/1992,04/12/2000,31/08/2009,N,N,N,N,P,SK98832677,060,N,498700,326600
1539,AN,"Boothby Pagnell
River Glen",Lincs,80,SK973306,SK97353069,16/12/1978,15/01/1986,28/12/1992,04/12/2000,02/09/2009,N,N,N,N,N,,060,N,497300,330600
1540,AN,"Easton
River Witham",Lincs,80,SK929274,SK99262742,16/12/1978,15/01/1986,29/12/1992,05/12/2000,31/08/2009,N,N,N,N,P,SK92922756,059,P,492900,327400
1541,AN,"Witham 
River Witham",Lincs,95,SK930224,SK93032240,16/12/1978,15/01/1986,29/12/1992,05/12/2000,31/08/2009,N,N,N,N,N,,059,N,493000,322400
1542,AN,"Cribbs Lodge
River Witham",Lincs,107,SK903190,SK90401910,16/12/1978,15/01/1986,29/12/1992,05/12/2000,01/09/2009,N,N,N,N,N,,059,N,490300,319000
1543,AN,"Collyweston Bridge
River Welland",Rutland,28,SK990035,SK99060359,18/12/1978,08/01/1986,29/12/1992,18/01/2001,30/08/2009,N,N,N,P,P,SK99060359,060,N,499000,303500
1544,AN,"Burley
Rutland Water",Rutland,88,SK875086,SK87600866,18/12/1978,06/01/1986,30/12/1992,18/01/2001,30/08/2009,N,N,N,N,P,SK87560870,060,P,487500,308600
1545,AN,"Stoke Rochford Hall
Cringle Brook",Lincs,78,SK918275,SK91852757,18/12/1978,16/01/1985,30/12/1992,28/11/2000,31/08/2009,N,N,N,P,P,SK91892765,059,N,491800,327500
1546,TR,"Sproxton
River Eye",Leics,112,SK847242,SK84822419,18/12/1978,,30/12/1992,04/02/2000,31/08/2009,N,N,N,N,P,SK84892406,038,N,484700,324200
1547,TR,"Ganthorpe
River Eye",Leics,92,SK832207,SK8329020856,18/12/1978,,30/12/1992,04/02/2000,24/09/2009,N,N,N,N,P,SK8320420656,038,N,483200,320700
1548,AN,"Ashwell
Old Canal",Rutland,112,SK865110,SK86491104,19/12/1978,,02/01/1993,06/12/2000,31/08/2009,N,N,N,N,P,SK86281051,060,N,486500,311000
1549,TR,"Whissendine
Whissendine Brook",Rutland,107,SK829142,SK8293714262,19/12/1978,,02/01/1993,15/01/2001,24/09/2009,N,N,N,N,P,SK8293714262,038,P,482900,314200
1550,TR,"Stapleford Park
River Eye",Leics,85,SK817179,SK8120618798,19/12/1978,,02/01/1993,04/02/2000,24/09/2009,N,N,N,P,P,SK8120618798,038,N,481700,317900
1551,TR,"Wymondham
River Eye tributary",Leics,107,SK863199,SK8631019934,19/12/1978,,02/01/1993,04/02/2000,24/09/2009,N,N,N,N,N,,038,N,486300,319900
1552,TR,"Leesthorpe Grange
Pickwell Brook",Leics,120,SK796135,SK7971213633,20/12/1978,,02/01/1993,31/01/2000,24/09/2009,N,N,N,N,N,,038,N,479600,313500
1553,TR,Burton Brook,Leics,84,SK773160,SK7738216079,20/12/1978,,03/01/1993,31/01/2000,24/09/2009,N,N,N,N,P,SK7738216079,038,N,477300,316000
1554,TR,"Melton Mowbray
River Eye",Leics,73,SK772192,SK7716219230,20/12/1978,,03/01/1993,01/02/2000,24/09/2009,N,N,N,P,P,SK7716219230,038,N,477200,319200
1555,TR,"Scalford
Scalford Brook",Leics,120,SK769262,SK7696926084,20/12/1978,,03/01/1993,25/05/2000,24/09/2009,N,N,N,N,N,,038,N,476900,326200
1556,AN,"Empingham
River Gwash",Rutland,50,SK957083,SK95800835,20/12/1978,07/01/1986,03/01/1992,19/01/2001,31/08/2009,N,N,N,P,P,SK95830830,060,N,495700,308300
1557,AN,"Allexton
Eye Brook",Rutland,90,SK819005,SK81910056,09/01/1979,09/01/1986,03/01/1993,16/01/2001,29/08/2009,N,N,N,P,P,SK81910056,060,N,481900,300500
1558,AN,"Preston
River Chater",Rutland,79,SK874036,SK07360368,09/01/1979,07/01/1986,04/01/1993,16/01/2001,29/08/2009,N,N,N,P,P,SK07360368,060,N,487400,303600
1559,AN,"Manton 
Rutland Water",Rutland,84,SK877053,SK87720526,09/01/1979,07/01/1986,04/01/1993,18/01/2001,29/08/2009,N,N,N,P,P,SK87720526,060,N,487700,305300
1560,AN,"Brooke Priory
River Gwash",Rutland,104,SK845063,SK84560629,09/01/1979,07/01/1986,04/01/1993,17/01/2001,29/08/2009,N,N,N,P,P,SK04550630,060,N,484500,306300
1561,AN,"Ketton
River Chater",Rutland,30,SK986048,SK98660580,10/01/1979,08/01/1986,04/01/1993,19/01/2001,30/08/2009,N,N,N,P,P,SK98660580,060,N,498600,304800
1562,AN,"Tickencote
River Gwash",Rutland,46,SK990094,SK99000937,10/01/1979,07/01/1986,05/01/1993,19/01/2001,31/08/2009,N,N,N,P,N,,060,N,499000,309400
1563,AN,"Whitwell
Rutland Water",Rutland,84,SK920083,SK91890839,10/01/1979,06/01/1986,05/01/1993,18/01/2001,30/08/2009,N,N,N,N,N,,060,N,492000,308300
1564,AN,"Hambleton Peninsula
Rutland Water",Rutland,84,SK925066,SK92570662,10/01/1979,06/01/1985,05/01/1993,18/01/2001,30/08/2009,N,N,N,N,N,,060,N,492500,306600
1565,AN,"Lyndon
River Chater",Rutland,60,SK909036,SK90870361,10/01/1979,07/01/1986,05/01/1993,17/01/2001,30/08/2009,N,N,N,P,P,SK90870361,060,N,490900,303600
1566,AN,"Luffenham
River Chater",Rutland,45,SK945027,SK94500270,10/01/1979,09/01/1986,05/01/1993,17/01/2001,30/08/2009,N,N,N,P,P,SK94230266,060,N,494500,302700
1567,AN,"Morott
Chater tributary",Rutland,62,SK917011,SK91750116,11/01/1979,07/01/1986,06/01/1993,17/01/2001,30/08/2009,N,N,N,P,P,SK98660500,060,N,491700,301100
1568,AN,"Preston
Chater tributary",Rutland,90,SK879015,SK87990154,11/01/1979,07/01/1986,06/01/1993,16/01/2001,30/08/2009,N,N,N,N,N,,060,N,487900,301500
1569,AN,"Leigh Lodge
River Chater",Rutland,105,SK828038,SK82860388,11/01/1979,07/01/1985,06/01/1993,16/01/2001,29/08/2009,N,N,N,P,P,SK83130377,060,N,482800,303800
1570,AN,"Brook Farm
River Chater",Leics,152,SK782053,SK78230533,11/01/1979,07/01/1986,07/01/1993,15/01/2001,29/08/2009,N,N,N,P,P,SK78490531,060,N,478200,305300
1571,AN,"Tugby Wood
Eye Brook",Leics,129,SK770023,SK77040230,11/01/1979,09/01/1986,07/01/1993,15/01/2001,29/08/2009,N,N,N,P,P,SK77080220,060,N,477000,302300
1572,AN,"Owston
River Gwash",Leics,157,SK792074,SK97270742,11/01/1979,07/01/1986,07/01/1993,15/01/2001,29/08/2009,N,N,N,N,N,,060,N,479200,307400
1573,AN,"Barrowden
River Welland",Rutland,38,SK964004,SK96470040,12/01/1979,09/01/1986,03/12/1992,17/01/2001,30/08/2009,N,N,P,P,P,SK96470040,060,N,496400,300400
1574,TR,"Palace Hill
River Sence",Leics,132,SK692029,SK69260291,12/01/1979,10/01/1986,07/01/1993,24/01/2000,19/11/2009,N,N,N,N,P,SK69260291,038,P,469200,302900
1575,TR,"Little Stretton
River Sence",Leics,116,SK662002,SK66240024,12/01/1979,10/01/1986,07/01/1993,24/01/2000,19/11/2009,N,N,N,N,N,,038,P,466200,300200
1576,TR,"Ingarsby Old Hall
River Soar tributary",Leics,120,SK683049,SK68380496,12/01/1979,10/01/1986,08/01/1993,24/01/2000,19/11/2009,N,N,N,N,N,,038,N,468300,304900
1577,TR,"Keyham
Syston Brook",Leics,105,SK679068,SK67940682,12/01/1979,10/01/1986,08/01/1993,24/01/2000,19/11/2009,N,N,N,N,P,SK67940682,038,P,467900,306800
1578,TR,"Kirkby Bellars
River Wreake",Leics,70,SK718180,SK71891804,13/01/1979,,08/01/1993,01/02/2000,20/11/2009,N,N,N,P,P,SK71891804,038,N,471800,318000
1579,TR,"Hoby Frisby
River Wreake",Leics,60,SK683174,SK68291739,13/01/1979,,25/11/1992,01/02/2000,20/11/2009,N,N,P,P,P,SP68181757,038,N,468300,317400
1580,TR,"Thrussington
River Wreake",Leics,55,SK650156,SK65041569,13/01/1979,,25/11/1992,01/02/2000,20/11/2009,N,N,P,P,P,SK65041569,038,N,465000,315600
1581,TR,"Lewin Bridge 
River Wreake",Leics,50,SK622128,SK62231292,13/01/1979,,08/01/1993,18/01/2000,20/11/2009,N,N,N,P,P,SP62231292,038,N,462200,312800
1582,TR,"Bran Hills
River Wreake tributary",Leics,90,SK705161,SK70561620,13/01/1979,,08/01/1993,26/01/2000,20/11/2009,N,N,N,N,N,,038,N,470500,316100
1583,TR,"Great Dalby
River Wreake tributary",Leics,105,SK732142,SK73281426,13/01/1979,,08/01/1993,31/01/2000,20/11/2009,O,O,N,N,N,,038,N,473200,314200
1584,TR,"Lowesby Hall
Queniborough Brook",Leics,120,SK717077,SK71760777,13/01/1979,09/01/1986,08/01/1993,26/01/2000,19/11/2009,N,N,N,N,N,,038,P,471700,307700
1585,AN,"Kings Cliffe
Willow Brook",Northants,44,TL001970,TL00199700,14/01/1979,19/02/1986,31/01/1993,03/02/2001,28/07/2009,N,N,P,P,P,TL00199700,062,N,500100,297000
1586,AN,"Woodnewton
Willow Brook",Northants,26,TL036939,TL03669401,14/01/1979,19/02/1986,31/01/1993,03/02/2001,29/07/2009,N,N,N,P,N,,062,N,503600,293900
1587,AN,"Cotterstock
River Nene",Northants,28,TL044900,TL04479010,14/01/1979,19/02/1986,02/02/1993,04/02/2001,28/07/2009,N,N,P,P,P,TL04439002,062,N,504400,290000
1588,AN,"Eaglethorpe
River Nene",Northants,15,TL074916,TL07439163,14/01/1979,18/02/1986,31/01/1993,04/02/2001,28/07/2009,N,N,N,P,P,TL07469183,062,N,507400,291600
1589,AN,"Willow Brook
River Nene",Northants Hunts,13,TL083939,TL08339395,14/01/1979,18/02/1986,31/01/1993,03/02/2001,28/07/2009,N,N,N,P,P,TL08329410,062,N,508300,293900
1590,AN,"Yarwell Mill
River Nene",Northants,15,TL074972,TL07459727,14/01/1979,18/02/1986,01/02/1993,03/02/2001,29/07/2009,N,N,N,P,N,,062,P,507400,297200
1591,AN,"Barnwell Mill
River Nene",Northants,24,TL036868,TL03748690,15/01/1979,18/02/1986,31/01/1993,03/02/2001,28/07/2009,N,P,N,P,P,TL03748690,062,N,503600,286800
1592,AN,"Wadenhoe
River Nene",Northants,26,TL010833,TL01088332,15/01/1979,19/02/1986,01/02/1993,03/02/2001,30/07/2009,N,P,P,P,N,,062,N,501000,283300
1593,AN,"Thrapston
River Nene",Northants,28,TL010806,TL01118070,15/01/1979,19/02/1986,31/01/1993,03/02/2001,30/07/2009,N,N,P,P,N,,062,N,501000,280600
1594,AN,"Chesterton
Billing Brook",Hunts,17,TL116947,TL11649477,15/01/1979,20/02/1986,02/02/1993,21/11/2001,28/07/2009,N,N,N,N,N,,062,N,511600,294700
1595,AN,"Water Newton
River Nene",Cambs,4,TL109974,TL10969746,15/01/1979,20/02/1986,01/02/1993,23/11/2001,29/07/2009,N,N,N,P,P,TL11029744,062,N,510900,297400
1596,AN,"Alwalton
River Nene",Hunts,10,TL131962,TL13129623,15/01/1979,20/02/1986,02/02/1993,23/11/2001,29/07/2009,N,N,N,P,N,,062,N,513100,296200
1597,TR,"Normanton Park 
Normanton Brook",Leics,75,SP491983,SP49139885,16/01/1979,30/04/1986,31/03/1993,15/02/2000,09/11/2009,N,N,N,N,N,,038,N,449100,298300
1598,TR,"Kirkby Mallory
Normanton Brook",Leics,91,SP453994,SP45319934,16/01/1979,30/04/1986,31/03/1993,15/02/2000,09/11/2009,N,N,N,N,N,,038,N,445300,299400
1599,TR,"Dadlington
Ashby de la Zouch Canal",Leics,90,SP412985,SP41179862,16/01/1979,01/05/1986,31/03/1993,07/04/2000,09/11/2009,N,N,N,N,N,,037,N,441200,298500
1600,TR,"Shenton
River Sence tributary",Leics,82,SP385997,SP38589979,16/01/1979,01/05/1986,31/03/1993,07/04/2000,09/11/2009,N,N,N,N,N,,037,P,438500,299700
1601,TR,"Higham on the Hill
River Sence tributary",Leics,90,SP390965,SP39059649,16/01/1979,01/05/1986,01/04/1993,07/04/2000,09/11/2009,N,N,N,N,N,,037,N,439000,296500
1602,TR,"Higham on the Hill
Ashby de la Zouch Canal",Leics,90,SP396954,SP39709536,16/01/1979,01/05/1986,01/04/1993,07/04/2000,09/11/2009,N,N,N,N,P,SP39839490,037,N,439600,295400
1603,SE,"Combrook
River Dene tributary",Warwicks,82,SP306523,SP30645236,22/01/1979,23/04/1986,01/04/1993,20/03/2000,29/10/2009,N,N,N,N,N,,032,N,430600,252300
1604,SE,"Brookhampton
River Dene",Warwicks,68,SP319504,SP32025044,22/01/1979,23/04/1986,01/04/1993,20/03/2000,29/10/2009,N,N,N,N,N,,032,P,431900,250400
1605,SE,"Ireland Farm
River Dene tributary",Warwicks,86,SP365525,SP36595261,22/01/1979,23/04/1986,01/04/1993,20/03/2000,29/10/2009,N,N,N,N,N,,032,N,436500,252500
1606,SE,"Wormleighton
Oxford Canal",Warwicks,120,SP435534,SP43545343,22/01/1979,16/04/1986,01/04/1993,20/03/2000,30/10/2009,N,N,N,N,N,,032,N,443500,253400
1607,TH,"Upper Boddington
River Leam tributary",Northants,117,SP494534,SP49505343,22/01/1979,16/04/1986,01/04/1993,20/03/2000,30/10/2009,N,N,N,N,N,,125,N,449400,253400
1608,SE,"Wills Pastres
River Itchen tributary",Warwicks,95,SP429560,SP42975610,22/01/1979,16/04/1986,01/04/1993,20/03/2000,30/10/2009,N,N,N,N,N,,032,N,442900,256000
1609,SE,"Berkeley Pill
Little Avon",Glos,5,SO665000,SO66679999,30/01/1979,28/02/1986,09/03/1993,15/03/2000,12/08/2009,N,N,N,N,N,,033,N,366500,200000
1610,SE,"Purton
Gloucs and Sharpness Canal",Glos,5,SO684041,SO68610431,30/01/1979,28/02/1986,09/03/1993,15/03/2000,12/08/2009,N,N,N,N,N,,033,N,368400,204100
1611,SE,"Cambridge
River Cam",Glos,5,SO736050,SO73700500,30/01/1978,28/02/1986,08/03/1993,14/03/2000,12/08/2009,N,N,P,P,N,,033,N,373600,205000
1612,SE,"Splat Bridge
Frampton Pill",Glos,5,SO742067,SO74150654,30/01/1979,28/02/1986,09/03/1993,14/03/2000,12/08/2009,N,N,P,P,P,SO 74120659,033,N,374200,206700
1613,SE,Frampton Gravel Pits,Glos,15,SO756076,SO75570776,30/01/1979,28/02/1986,09/03/1993,14/03/2000,12/08/2009,N,N,P,N,N,,033,N,375600,207600
1614,SE,"Upper Framilode
River Severn",Glos,15,SO749104,SO74971045,30/01/1979,28/02/1986,09/03/1993,14/03/2000,27/08/2009,N,N,N,N,N,,033,N,374900,210400
1615,SE,"Arlingham
River Severn",Glos,15,SO695113,SO69481133,31/01/1979,28/02/1986,09/03/1993,14/03/2000,27/08/2009,N,N,N,N,N,,033,N,369500,211300
1616,SE,"Parkend Bridge
Gloucs and Sharpness Canal",Glos,15,SO777106,SO77721069,31/01/1979,28/02/1986,09/03/1993,14/03/2000,27/08/2009,N,N,N,P,N,,033,N,377700,210600
1617,SE,"Churchend
River Frome",Glos,15,SO786054,SO78330567,31/01/1979,15/03/1986,09/03/1993,15/03/2000,27/08/2009,N,N,P,P,P,SO 78380567,033,N,378600,205400
1618,SE,"Waterend Farm
River Cam",Glos,25,SO759027,SO75920266,31/01/1979,28/02/1986,08/03/1993,14/03/2000,12/08/2009,N,N,P,N,P,SO 75920266,033,N,375900,202700
1619,SE,"Kings Stanley
River Frome",Glos,30,SO812042,SO81240423,31/01/1979,15/03/1986,09/03/1993,15/03/2000,30/09/2009,N,N,P,P,N,,033,N,381200,204200
1620,SE,"Painswick Stream
River Frome tributary",Glos,61,SO851076,SO85120756,31/01/1979,15/03/1986,21/03/1993,24/03/2000,10/09/2009,O,N,N,N,P,SO 85170760,033,N,385100,207600
1621,SE,"Brimscombe
River Frome",Glos,60,SO867024,SO86690243,31/01/1979,15/03/1986,22/03/1993,24/03/2000,10/09/2009,O,O,N,N,N,,033,N,386700,202400
1622,SE,"Oakridge
River Frome",Glos,90,SO914028,SO91500285,01/02/1979,14/03/1986,18/03/1993,24/03/2000,10/09/2009,N,N,N,P,N,,033,N,391400,202800
1623,SE,"Park Corner
River Frome",Glos,120,SO953044,SO95340450,01/02/1979,14/03/1986,18/03/1993,24/03/2000,26/08/2009,N,N,N,N,N,,033,N,395300,204400
1624,SE,"Elmore Back
River Severn",Glos,15,SO766167,SO76591664,02/02/1979,28/02/1986,10/03/1993,15/03/2000,27/08/2009,N,N,N,N,N,,033,N,376600,216700
1625,SE,"Lower Rea
River Severn",Glos,15,SO801152,SO80131518,02/02/1979,28/02/1986,10/03/1993,15/03/2000,27/08/2009,N,N,N,N,N,,033,P,380100,215200
1626,SE,"Lower Rea
Gloucs and Sharpness Canal",Glos,15,SO805150,SO80551507,02/02/1979,28/02/1986,10/03/1993,14/03/2000,27/08/2009,N,N,N,N,N,,033,N,380500,215000
1627,SE,Highnam Court Lake,Glos,20,SO791192,SO75961918,02/02/1979,17/03/1986,21/03/1993,23/03/2000,21/08/2009,N,N,N,N,P,SO 75981919,033,N,379100,219200
1628,SE,"Clay Hill
Ley Brook",Glos,15,SO758168,SO75891686,02/02/1979,01/03/1986,10/03/1993,17/03/2000,25/08/2009,N,N,N,N,P,SO 75531689,033,P,375800,216800
1629,SE,"Waterend
River Severn",Glos,15,SO750140,SO75081404,02/02/1979,01/03/1986,10/03/1993,17/03/2000,25/08/2009,N,N,N,N,N,,033,P,375000,214000
1630,SE,"Longhope Brook
Westbury on Severn",Glos,8,SO717137,SO71771376,02/02/1979,01/03/1986,11/03/1993,17/03/2000,25/08/2009,N,N,N,N,P,SO 71771376,033,P,371700,213700
1631,SE,"Lydney
River Severn",Glos,0,SO651014,SO65150143,05/02/1979,02/03/1986,12/03/1993,24/03/2000,28/08/2009,N,N,N,N,P,SO 65450206,033,N,365100,201400
1632,SE,"Alvington
River Severn tributary",Glos,1,SO618005,SO61950060,05/02/1979,02/03/1986,08/03/1993,16/03/2000,28/08/2009,N,N,P,N,N,,033,N,361800,200500
1633,SE,"Purton
River Severn",Glos,0,SO671046,SO67120471,05/07/1979,02/03/1986,12/03/1993,16/03/2000,25/08/2009,N,N,N,N,N,,033,N,367100,204600
1634,SE,"Brockhollands
Cannop Brook",Glos,38,SO624049,SO62480499,05/02/1979,02/03/1986,12/03/1993,17/03/2000,28/08/2009,N,N,N,N,P,SO 62480499,033,N,362400,204900
1635,SE,"Clanna
River Severn tributary",Glos,46,SO593025,SO59370250,05/02/1979,02/03/1986,12/03/1993,16/03/2000,28/08/2009,N,N,N,N,N,,033,N,359300,202500
1636,SE,"Beanhill
River Severn tributary",Glos,46,SO592016,SO59230163,05/02/1979,02/03/1986,12/03/1993,16/03/2000,28/08/2009,N,N,N,N,P,SO 59230174,033,N,359200,201600
1637,WY,"Brockweir
River Wye",Glos,15,SO538011,SO53900114,05/02/1979,27/02/1986,01/03/1993,04/06/2000,28/08/2009,N,N,N,N,P,SO 53910109,046,N,353800,201100
1638,SE,"Hall Farm
Cinderford Brook",Glos,1,SO696075,SO69660745,06/02/1979,02/03/1986,08/03/1993,16/03/2000,25/08/2009,N,N,P,P,N,,033,P,369600,207500
1639,SE,"Two Bridges
Cinderford Brook",Glos,46,SO664089,SO66510894,06/02/1979,01/03/1986,11/03/1993,16/03/2000,25/08/2009,N,N,N,P,N,,033,N,366400,208900
1640,SE,"Soudley Ponds
Cinderford Brook tributary",Glos,90,SO662116,SO66241162,06/02/1979,01/03/1986,11/03/1993,16/03/2000,25/08/2009,N,N,N,P,N,,033,N,366200,211600
1641,SE,"Cinderford
Cinderford Brook",Glos,135,SO650126,SO65041263,06/02/1979,01/03/1986,11/03/1993,17/03/2000,25/08/2009,O,N,N,N,P,SO 65041263,033,N,365000,212600
1642,SE,"Cannop Ponds
Cannop Brook",Glos,66,SO608107,SO60821084,06/02/1979,27/02/1986,11/03/1993,17/03/2000,28/08/2009,N,N,N,N,P,SO 60911077,033,N,360800,210700
1643,WY,"Bigsweir
River Wye",Glos,15,SO538051,SO53850513,06/02/1979,27/02/1986,01/03/1993,04/06/2000,28/08/2009,N,N,P,P,P,SO 53850513,046,N,353800,205100
1644,WY,"Lower Redbrook
River Wye",Hereford,20,SO535090,SO53440937,06/02/1979,04/03/1986,08/03/1993,04/06/2000,28/08/2009,N,P,P,P,P,SO 53440920,046,P,353500,209000
1645,WY,"Treverven Farm
Garren Brook",Hereford,36,SO541200,SO54112008,07/02/1979,27/02/1986,03/03/1993,02/06/2000,04/09/2009,N,N,P,P,P,SO 54112008,046,P,354100,220000
1646,WY,"Kilreughe Farm 
Llanerch Brook",Hereford,76,SO515209,SO51512097,07/02/1979,27/02/1986,01/03/1993,02/06/2000,04/09/2009,N,N,N,N,P,SO 51642107,046,N,351500,220900
1647,WY,"Treribble Farm
Garren Brook",Hereford,60,SO517225,SO51792253,07/02/1979,27/02/1986,03/03/1993,02/06/2000,04/09/2009,N,N,P,P,P,SO 51802254,046,P,351700,222500
1648,WY,"Brelston Green
Luke Brook",Hereford,45,SO560203,SO56002025,07/02/1979,27/02/1986,03/03/1993,05/06/2000,04/09/2009,N,N,N,P,N,,046,P,356000,220300
1649,WY,"Goodrich
River Wye",Hereford,30,SO580192,SO58061925,07/02/1979,26/02/1986,07/03/1993,03/06/2000,08/09/2009,N,P,P,P,P,SO 57931915,046,N,358000,219200
1650,WY,"Lower Lydbrook
River Wye",Hereford,30,SO586176,SO58731771,07/02/1979,26/02/1986,07/03/1993,04/06/2000,08/09/2009,N,P,P,N,N,,046,P,358600,217600
1651,WY,"Symonds Yat
River Wye",Hereford,30,SO560159,SO56041594,07/02/1979,27/02/1986,08/03/1993,04/06/2000,08/09/2009,N,N,P,P,N,,046,P,356000,215900
1652,SE,"Blaisdon
Longhope Brook",Glos,30,SO692166,SO69281677,08/02/1979,01/03/1986,10/03/1993,17/03/2000,25/08/2009,N,N,N,N,P,SO 69261702,033,N,369200,216600
1653,WY,"Cobrey Park
River Wye tributary",Hereford,45,SO610215,SO60992163,05/02/1979,27/02/1986,02/03/1993,03/06/2000,21/08/2009,N,N,N,N,P,SO 60972163,046,N,361000,221500
1654,WY,Rudhall Brook Reservoir,Hereford,52,SO641256,SO64132572,08/02/1979,26/02/1986,02/03/1993,03/06/2000,21/08/2009,N,N,N,P,P,SO 64132572,046,N,364100,225600
1655,WY,"Ross on Wye
River Wye",Hereford,40,SO592246,SO59292471,08/02/1979,26/02/1986,03/03/1993,03/06/2000,04/09/2009,N,N,P,P,N,,046,P,359200,224600
1656,WY,"Glewstone 
River Wye",Hereford,30,SO565219,SO56642213,08/02/1979,04/03/1986,07/03/1993,05/06/2000,08/09/2009,N,P,P,P,P,SO 56542182,046,P,356500,221900
1657,WY,"Ganarew
River Wye",Hereford,20,SO527155,SO52791548,08/02/1979,27/02/1986,08/03/1993,04/06/2000,08/09/2009,N,P,P,P,N,,046,P,352700,215500
